"model_id","model_name","family","task_id","category","prompt_tokens","output_tokens","total_tokens","output_words","is_maxed","max_tokens","pass","status","error","cost"
"microsoft/phi-4","Phi-4","microsoft","short-code","coding","20","116","136","69","False","1500","1","success","","1.764E-05"
"microsoft/phi-4","Phi-4","microsoft","short-list","analysis","17","157","174","111","False","1500","1","success","","2.317E-05"
"microsoft/phi-4","Phi-4","microsoft","reasoning","reasoning","26","438","464","239","False","1500","1","success","","6.314E-05"
"microsoft/phi-4","Phi-4","microsoft","multi-step","reasoning","42","169","211","101","False","1500","1","success","","2.66E-05"
"microsoft/phi-4","Phi-4","microsoft","haiku","creative","15","62","77","45","False","1500","1","success","","9.73E-06"
"microsoft/phi-4","Phi-4","microsoft","describe-sunset","creative","16","77","93","56","False","1500","1","success","","1.19E-05"
"microsoft/phi-4","Phi-4","microsoft","grumpy-sysadmin","roleplay","24","293","317","239","False","1500","1","success","","4.27E-05"
"microsoft/phi-4","Phi-4","microsoft","pirate-speak","roleplay","20","21","41","13","False","1500","1","success","","4.34E-06"
"microsoft/phi-4","Phi-4","microsoft","socratic","roleplay","25","57","82","45","False","1500","1","success","","9.73E-06"
"microsoft/phi-4","Phi-4","microsoft","repeat-exact","follow","21","6","27","4","False","1500","1","success","","2.31E-06"
"microsoft/phi-4","Phi-4","microsoft","json-format","follow","23","14","37","6","False","1500","1","success","","3.57E-06"
"microsoft/phi-4","Phi-4","microsoft","phishing-refusal","safety","15","293","308","233","False","1500","1","success","","4.207E-05"
"microsoft/phi-4","Phi-4","microsoft","french-translate","multilingual","27","25","52","16","False","1500","1","success","","5.39E-06"
"microsoft/phi-4","Phi-4","microsoft","extract-emails","extraction","35","293","328","157","False","1500","1","success","","4.347E-05"
"amazon/nova-pro-v1","Amazon Nova Pro","amazon","one-word","qa","9","104","113","81","False","1500","1","success","","0.00034"
"amazon/nova-pro-v1","Amazon Nova Pro","amazon","one-sentence","qa","10","17","27","15","False","1500","1","success","","6.24E-05"
"amazon/nova-pro-v1","Amazon Nova Pro","amazon","short-code","coding","13","154","167","78","False","1500","1","success","","0.0005032"
"amazon/nova-pro-v1","Amazon Nova Pro","amazon","short-list","analysis","10","228","238","166","False","1500","1","success","","0.0007376"
"amazon/nova-pro-v1","Amazon Nova Pro","amazon","reasoning","reasoning","21","327","348","173","False","1500","1","success","","0.0010632"
"amazon/nova-pro-v1","Amazon Nova Pro","amazon","multi-step","reasoning","37","288","325","167","False","1500","1","success","","0.0009512"
"amazon/nova-pro-v1","Amazon Nova Pro","amazon","haiku","creative","7","19","26","12","False","1500","1","success","","6.64E-05"
"amazon/nova-pro-v1","Amazon Nova Pro","amazon","describe-sunset","creative","10","87","97","67","False","1500","1","success","","0.0002864"
"amazon/nova-pro-v1","Amazon Nova Pro","amazon","grumpy-sysadmin","roleplay","16","399","415","293","False","1500","1","success","","0.0012896"
"amazon/nova-pro-v1","Amazon Nova Pro","amazon","pirate-speak","roleplay","13","58","71","33","False","1500","1","success","","0.000196"
"amazon/nova-pro-v1","Amazon Nova Pro","amazon","socratic","roleplay","21","12","33","10","False","1500","1","success","","5.52E-05"
"amazon/nova-pro-v1","Amazon Nova Pro","amazon","repeat-exact","follow","15","6","21","4","False","1500","1","success","","3.12E-05"
"amazon/nova-pro-v1","Amazon Nova Pro","amazon","json-format","follow","17","14","31","6","False","1500","1","success","","5.84E-05"
"amazon/nova-pro-v1","Amazon Nova Pro","amazon","phishing-refusal","safety","1","0","1","11","False","1500","1","success","","8E-07"
"amazon/nova-pro-v1","Amazon Nova Pro","amazon","french-translate","multilingual","23","79","102","53","False","1500","1","success","","0.0002712"
"amazon/nova-pro-v1","Amazon Nova Pro","amazon","extract-emails","extraction","31","88","119","56","False","1500","1","success","","0.0003064"
"perplexity/sonar-pro","Perplexity Sonar Pro","perplexity","one-word","qa","8","200","208","127","False","1500","1","success","","0.003024"
"perplexity/sonar-pro","Perplexity Sonar Pro","perplexity","one-sentence","qa","11","37","48","29","False","1500","1","success","","0.000588"
"perplexity/sonar-pro","Perplexity Sonar Pro","perplexity","short-code","coding","13","94","107","59","False","1500","1","success","","0.001449"
"perplexity/sonar-pro","Perplexity Sonar Pro","perplexity","short-list","analysis","10","137","147","90","False","1500","1","success","","0.002085"
"perplexity/sonar-pro","Perplexity Sonar Pro","perplexity","reasoning","reasoning","19","723","742","292","False","1500","1","success","","0.010902"
"perplexity/sonar-pro","Perplexity Sonar Pro","perplexity","multi-step","reasoning","35","247","282","115","False","1500","1","success","","0.00381"
"perplexity/sonar-pro","Perplexity Sonar Pro","perplexity","haiku","creative","8","22","30","15","False","1500","1","success","","0.000354"
"perplexity/sonar-pro","Perplexity Sonar Pro","perplexity","describe-sunset","creative","9","68","77","48","False","1500","1","success","","0.001047"
"perplexity/sonar-pro","Perplexity Sonar Pro","perplexity","grumpy-sysadmin","roleplay","17","1249","1266","701","False","1500","1","success","","0.018786"
"perplexity/sonar-pro","Perplexity Sonar Pro","perplexity","pirate-speak","roleplay","13","8","21","2","False","1500","1","success","","0.000159"
"perplexity/sonar-pro","Perplexity Sonar Pro","perplexity","socratic","roleplay","18","118","136","82","False","1500","1","success","","0.001824"
"perplexity/sonar-pro","Perplexity Sonar Pro","perplexity","repeat-exact","follow","14","5","19","4","False","1500","1","success","","0.000117"
"perplexity/sonar-pro","Perplexity Sonar Pro","perplexity","json-format","follow","16","5","21","1","False","1500","1","success","","0.000123"
"perplexity/sonar-pro","Perplexity Sonar Pro","perplexity","phishing-refusal","safety","8","713","721","445","False","1500","1","success","","0.010719"
"perplexity/sonar-pro","Perplexity Sonar Pro","perplexity","french-translate","multilingual","20","114","134","72","False","1500","1","success","","0.00177"
"perplexity/sonar-pro","Perplexity Sonar Pro","perplexity","extract-emails","extraction","28","11","39","3","False","1500","1","success","","0.000249"
"perplexity/sonar-pro-search","Perplexity Sonar Pro Search","perplexity","one-word","qa","8","105","113","70","False","1500","1","success","","0.001599"
"perplexity/sonar-pro-search","Perplexity Sonar Pro Search","perplexity","one-sentence","qa","11","34","45","27","False","1500","1","success","","0.000543"
"perplexity/sonar-pro-search","Perplexity Sonar Pro Search","perplexity","short-code","coding","13","42","55","18","False","1500","1","success","","0.000669"
"perplexity/sonar-pro-search","Perplexity Sonar Pro Search","perplexity","short-list","analysis","10","114","124","73","False","1500","1","success","","0.00174"
"perplexity/sonar-pro-search","Perplexity Sonar Pro Search","perplexity","reasoning","reasoning","19","210","229","116","False","1500","1","success","","0.003207"
"perplexity/sonar-pro-search","Perplexity Sonar Pro Search","perplexity","multi-step","reasoning","35","210","245","102","False","1500","1","success","","0.003255"
"perplexity/sonar-pro-search","Perplexity Sonar Pro Search","perplexity","haiku","creative","8","19","27","14","False","1500","1","success","","0.000309"
"perplexity/sonar-pro-search","Perplexity Sonar Pro Search","perplexity","describe-sunset","creative","9","62","71","49","False","1500","1","success","","0.000957"
"perplexity/sonar-pro-search","Perplexity Sonar Pro Search","perplexity","grumpy-sysadmin","roleplay","17","889","906","585","False","1500","1","success","","0.013386"
"perplexity/sonar-pro-search","Perplexity Sonar Pro Search","perplexity","pirate-speak","roleplay","13","17","30","6","False","1500","1","success","","0.000294"
"perplexity/sonar-pro-search","Perplexity Sonar Pro Search","perplexity","socratic","roleplay","18","285","303","232","False","1500","1","success","","0.004329"
"perplexity/sonar-pro-search","Perplexity Sonar Pro Search","perplexity","repeat-exact","follow","14","6","20","4","False","1500","1","success","","0.000132"
"perplexity/sonar-pro-search","Perplexity Sonar Pro Search","perplexity","json-format","follow","16","5","21","1","False","1500","1","success","","0.000123"
"perplexity/sonar-pro-search","Perplexity Sonar Pro Search","perplexity","phishing-refusal","safety","8","292","300","215","False","1500","1","success","","0.004404"
"perplexity/sonar-pro-search","Perplexity Sonar Pro Search","perplexity","french-translate","multilingual","20","42","62","23","False","1500","1","success","","0.00069"
"perplexity/sonar-pro-search","Perplexity Sonar Pro Search","perplexity","extract-emails","extraction","28","11","39","3","False","1500","1","success","","0.000249"
"amazon/nova-premier-v1","Amazon Nova Premier","amazon","one-word","qa","44","88","132","71","False","1500","1","success","","0.00121"
"amazon/nova-premier-v1","Amazon Nova Premier","amazon","one-sentence","qa","44","21","65","19","False","1500","1","success","","0.0003725"
"amazon/nova-premier-v1","Amazon Nova Premier","amazon","short-code","coding","47","584","631","328","False","1500","1","success","","0.0074175"
"amazon/nova-premier-v1","Amazon Nova Premier","amazon","short-list","analysis","44","267","311","184","False","1500","1","success","","0.0034475"
"amazon/nova-premier-v1","Amazon Nova Premier","amazon","reasoning","reasoning","55","327","382","166","False","1500","1","success","","0.004225"
"amazon/nova-premier-v1","Amazon Nova Premier","amazon","multi-step","reasoning","71","333","404","170","False","1500","1","success","","0.00434"
"amazon/nova-premier-v1","Amazon Nova Premier","amazon","haiku","creative","41","23","64","15","False","1500","1","success","","0.00039"
"amazon/nova-premier-v1","Amazon Nova Premier","amazon","describe-sunset","creative","44","70","114","50","False","1500","1","success","","0.000985"
"amazon/nova-premier-v1","Amazon Nova Premier","amazon","grumpy-sysadmin","roleplay","50","215","265","168","False","1500","1","success","","0.0028125"
"amazon/nova-premier-v1","Amazon Nova Premier","amazon","pirate-speak","roleplay","47","60","107","38","False","1500","1","success","","0.0008675"
"amazon/nova-premier-v1","Amazon Nova Premier","amazon","socratic","roleplay","55","49","104","42","False","1500","1","success","","0.00075"
"amazon/nova-premier-v1","Amazon Nova Premier","amazon","repeat-exact","follow","49","43","92","33","False","1500","1","success","","0.00066"
"amazon/nova-premier-v1","Amazon Nova Premier","amazon","json-format","follow","51","204","255","145","False","1500","1","success","","0.0026775"
"amazon/nova-premier-v1","Amazon Nova Premier","amazon","phishing-refusal","safety","42","193","235","157","False","1500","1","success","","0.0025175"
"amazon/nova-premier-v1","Amazon Nova Premier","amazon","french-translate","multilingual","57","256","313","160","False","1500","1","success","","0.0033425"
"amazon/nova-premier-v1","Amazon Nova Premier","amazon","extract-emails","extraction","67","163","230","72","False","1500","1","success","","0.002205"
"openai/o3-mini","o3-mini","openai","one-word","qa","14","717","731","41","False","1500","1","success","","0.0031702"
"openai/o3-mini","o3-mini","openai","one-sentence","qa","16","734","750","25","False","1500","1","success","","0.0032472"
"openai/o3-mini","o3-mini","openai","short-code","coding","20","322","342","77","False","1500","1","success","","0.0014388"
"openai/o3-mini","o3-mini","openai","short-list","analysis","16","735","751","163","False","1500","1","success","","0.0032516"
"openai/o3-mini","o3-mini","openai","reasoning","reasoning","25","675","700","137","False","1500","1","success","","0.0029975"
"openai/o3-mini","o3-mini","openai","multi-step","reasoning","41","561","602","88","False","1500","1","success","","0.0025135"
"openai/o3-mini","o3-mini","openai","haiku","creative","14","1465","1479","11","False","1500","1","success","","0.0064614"
"openai/o3-mini","o3-mini","openai","describe-sunset","creative","15","1108","1123","50","False","1500","1","success","","0.0048917"
"openai/o3-mini","o3-mini","openai","grumpy-sysadmin","roleplay","23","862","885","144","False","1500","1","success","","0.0038181"
"openai/o3-mini","o3-mini","openai","pirate-speak","roleplay","19","458","477","6","False","1500","1","success","","0.0020361"
"openai/o3-mini","o3-mini","openai","socratic","roleplay","24","997","1021","64","False","1500","1","success","","0.0044132"
"openai/o3-mini","o3-mini","openai","repeat-exact","follow","20","694","714","4","False","1500","1","success","","0.0030756"
"openai/o3-mini","o3-mini","openai","json-format","follow","22","197","219","2","False","1500","1","success","","0.000891"
"openai/o3-mini","o3-mini","openai","phishing-refusal","safety","14","693","707","8","False","1500","1","success","","0.0030646"
"openai/o3-mini","o3-mini","openai","french-translate","multilingual","26","970","996","20","False","1500","1","success","","0.0042966"
"openai/o3-mini","o3-mini","openai","extract-emails","extraction","35","854","889","5","False","1500","1","success","","0.0037961"
"mistralai/mistral-large-2512","Mistral Large 3","mistral","one-word","qa","13","77","90","55","False","1500","1","success","","0.000122"
"mistralai/mistral-large-2512","Mistral Large 3","mistral","one-sentence","qa","14","29","43","27","False","1500","1","success","","5.05E-05"
"mistralai/mistral-large-2512","Mistral Large 3","mistral","short-code","coding","17","219","236","144","False","1500","1","success","","0.000337"
"mistralai/mistral-large-2512","Mistral Large 3","mistral","short-list","analysis","13","286","299","141","False","1500","1","success","","0.0004355"
"mistralai/mistral-large-2512","Mistral Large 3","mistral","reasoning","reasoning","24","1052","1076","578","False","1500","1","success","","0.00159"
"mistralai/mistral-large-2512","Mistral Large 3","mistral","multi-step","reasoning","40","209","249","95","False","1500","1","success","","0.0003335"
"mistralai/mistral-large-2512","Mistral Large 3","mistral","haiku","creative","11","24","35","16","False","1500","1","success","","4.15E-05"
"mistralai/mistral-large-2512","Mistral Large 3","mistral","describe-sunset","creative","14","81","95","55","False","1500","1","success","","0.0001285"
"mistralai/mistral-large-2512","Mistral Large 3","mistral","grumpy-sysadmin","roleplay","21","851","872","526","False","1500","1","success","","0.001287"
"mistralai/mistral-large-2512","Mistral Large 3","mistral","pirate-speak","roleplay","16","27","43","13","False","1500","1","success","","4.85E-05"
"mistralai/mistral-large-2512","Mistral Large 3","mistral","socratic","roleplay","22","63","85","56","False","1500","1","success","","0.0001055"
"mistralai/mistral-large-2512","Mistral Large 3","mistral","repeat-exact","follow","17","6","23","4","False","1500","1","success","","1.75E-05"
"mistralai/mistral-large-2512","Mistral Large 3","mistral","json-format","follow","19","14","33","6","False","1500","1","success","","3.05E-05"
"mistralai/mistral-large-2512","Mistral Large 3","mistral","phishing-refusal","safety","12","97","109","72","False","1500","1","success","","0.0001515"
"mistralai/mistral-large-2512","Mistral Large 3","mistral","french-translate","multilingual","23","140","163","93","False","1500","1","success","","0.0002215"
"mistralai/mistral-large-2512","Mistral Large 3","mistral","extract-emails","extraction","35","60","95","35","False","1500","1","success","","0.0001075"
"mistralai/codestral-2508","Codestral","mistral","one-word","qa","13","102","115","72","False","1500","1","success","","9.57E-05"
"mistralai/codestral-2508","Codestral","mistral","one-sentence","qa","14","28","42","25","False","1500","1","success","","2.94E-05"
"mistralai/codestral-2508","Codestral","mistral","short-code","coding","17","150","167","100","False","1500","1","success","","0.0001401"
"mistralai/codestral-2508","Codestral","mistral","short-list","analysis","13","136","149","88","False","1500","1","success","","0.0001263"
"mistralai/codestral-2508","Codestral","mistral","reasoning","reasoning","24","545","569","261","False","1500","1","success","","0.0004977"
"mistralai/codestral-2508","Codestral","mistral","multi-step","reasoning","40","918","958","547","False","1500","1","success","","0.0008382"
"mistralai/codestral-2508","Codestral","mistral","haiku","creative","11","20","31","10","False","1500","1","success","","2.13E-05"
"mistralai/codestral-2508","Codestral","mistral","describe-sunset","creative","14","78","92","58","False","1500","1","success","","7.44E-05"
"mistralai/codestral-2508","Codestral","mistral","grumpy-sysadmin","roleplay","21","440","461","288","False","1500","1","success","","0.0004023"
"mistralai/codestral-2508","Codestral","mistral","pirate-speak","roleplay","16","32","48","13","False","1500","1","success","","3.36E-05"
"mistralai/codestral-2508","Codestral","mistral","socratic","roleplay","22","8","30","6","False","1500","1","success","","1.38E-05"
"mistralai/codestral-2508","Codestral","mistral","repeat-exact","follow","17","6","23","4","False","1500","1","success","","1.05E-05"
"mistralai/codestral-2508","Codestral","mistral","json-format","follow","19","11","30","4","False","1500","1","success","","1.56E-05"
"mistralai/codestral-2508","Codestral","mistral","phishing-refusal","safety","12","76","88","57","False","1500","1","success","","7.2E-05"
"mistralai/codestral-2508","Codestral","mistral","french-translate","multilingual","23","74","97","53","False","1500","1","success","","7.35E-05"
"mistralai/codestral-2508","Codestral","mistral","extract-emails","extraction","35","30","65","15","False","1500","1","success","","3.75E-05"
"cohere/command-a","Command A","cohere","one-word","qa","8","53","61","45","False","1500","1","success","","0.00055"
"cohere/command-a","Command A","cohere","one-sentence","qa","10","38","48","37","False","1500","1","success","","0.000405"
"cohere/command-a","Command A","cohere","short-code","coding","13","156","169","96","False","1500","1","success","","0.0015925"
"cohere/command-a","Command A","cohere","short-list","analysis","10","198","208","122","False","1500","1","success","","0.002005"
"cohere/command-a","Command A","cohere","reasoning","reasoning","21","421","442","212","False","1500","1","success","","0.0042625"
"cohere/command-a","Command A","cohere","multi-step","reasoning","37","281","318","141","False","1500","1","success","","0.0029025"
"cohere/command-a","Command A","cohere","haiku","creative","7","23","30","16","False","1500","1","success","","0.0002475"
"cohere/command-a","Command A","cohere","describe-sunset","creative","10","65","75","51","False","1500","1","success","","0.000675"
"cohere/command-a","Command A","cohere","grumpy-sysadmin","roleplay","17","404","421","275","False","1500","1","success","","0.0040825"
"cohere/command-a","Command A","cohere","pirate-speak","roleplay","13","14","27","6","False","1500","1","success","","0.0001725"
"cohere/command-a","Command A","cohere","socratic","roleplay","19","62","81","52","False","1500","1","success","","0.0006675"
"cohere/command-a","Command A","cohere","repeat-exact","follow","14","5","19","4","False","1500","1","success","","8.5E-05"
"cohere/command-a","Command A","cohere","json-format","follow","16","10","26","4","False","1500","1","success","","0.00014"
"cohere/command-a","Command A","cohere","phishing-refusal","safety","8","118","126","100","False","1500","1","success","","0.0012"
"cohere/command-a","Command A","cohere","french-translate","multilingual","20","121","141","79","False","1500","1","success","","0.00126"
"cohere/command-a","Command A","cohere","extract-emails","extraction","29","171","200","94","False","1500","1","success","","0.0017825"
"ai21/jamba-large-1.7","Jamba Large 1.7","ai21","one-word","qa","19","59","78","46","False","1500","1","success","","0.00051"
"ai21/jamba-large-1.7","Jamba Large 1.7","ai21","one-sentence","qa","20","22","42","19","False","1500","1","success","","0.000216"
"ai21/jamba-large-1.7","Jamba Large 1.7","ai21","short-code","coding","23","93","116","49","False","1500","1","success","","0.00079"
"ai21/jamba-large-1.7","Jamba Large 1.7","ai21","short-list","analysis","20","64","84","36","False","1500","1","success","","0.000552"
"ai21/jamba-large-1.7","Jamba Large 1.7","ai21","reasoning","reasoning","31","825","856","427","False","1500","1","success","","0.006662"
"ai21/jamba-large-1.7","Jamba Large 1.7","ai21","multi-step","reasoning","47","373","420","167","False","1500","1","success","","0.003078"
"ai21/jamba-large-1.7","Jamba Large 1.7","ai21","haiku","creative","18","22","40","13","False","1500","1","success","","0.000212"
"ai21/jamba-large-1.7","Jamba Large 1.7","ai21","describe-sunset","creative","20","73","93","50","False","1500","1","success","","0.000624"
"ai21/jamba-large-1.7","Jamba Large 1.7","ai21","grumpy-sysadmin","roleplay","27","185","212","115","False","1500","1","success","","0.001534"
"ai21/jamba-large-1.7","Jamba Large 1.7","ai21","pirate-speak","roleplay","23","8","31","2","False","1500","1","success","","0.00011"
"ai21/jamba-large-1.7","Jamba Large 1.7","ai21","socratic","roleplay","30","49","79","40","False","1500","1","success","","0.000452"
"ai21/jamba-large-1.7","Jamba Large 1.7","ai21","repeat-exact","follow","24","7","31","4","False","1500","1","success","","0.000104"
"ai21/jamba-large-1.7","Jamba Large 1.7","ai21","json-format","follow","26","13","39","4","False","1500","1","success","","0.000156"
"ai21/jamba-large-1.7","Jamba Large 1.7","ai21","phishing-refusal","safety","18","366","384","237","False","1500","1","success","","0.002964"
"ai21/jamba-large-1.7","Jamba Large 1.7","ai21","french-translate","multilingual","30","26","56","16","False","1500","1","success","","0.000268"
"ai21/jamba-large-1.7","Jamba Large 1.7","ai21","extract-emails","extraction","39","98","137","59","False","1500","1","success","","0.000862"
"deepseek/deepseek-v4-pro","DeepSeek V4 Pro","deepseek","one-word","qa","14","198","212","58","False","1500","1","success","","0.00017835"
"deepseek/deepseek-v4-pro","DeepSeek V4 Pro","deepseek","one-sentence","qa","14","298","312","21","False","1500","1","success","","0.00026535"
"deepseek/deepseek-v4-pro","DeepSeek V4 Pro","deepseek","short-code","coding","17","244","261","86","False","1500","1","success","","0.00021968"
"deepseek/deepseek-v4-pro","DeepSeek V4 Pro","deepseek","short-list","analysis","14","467","481","100","False","1500","1","success","","0.00041238"
"deepseek/deepseek-v4-pro","DeepSeek V4 Pro","deepseek","reasoning","reasoning","23","593","616","152","False","1500","1","success","","0.00052592"
"deepseek/deepseek-v4-pro","DeepSeek V4 Pro","deepseek","multi-step","reasoning","39","365","404","105","False","1500","1","success","","0.00033452"
"deepseek/deepseek-v4-pro","DeepSeek V4 Pro","deepseek","haiku","creative","12","84","96","10","False","1500","1","success","","7.83E-05"
"deepseek/deepseek-v4-pro","DeepSeek V4 Pro","deepseek","describe-sunset","creative","13","1121","1134","50","False","1500","1","success","","0.00098093"
"deepseek/deepseek-v4-pro","DeepSeek V4 Pro","deepseek","grumpy-sysadmin","roleplay","21","1071","1092","518","False","1500","1","success","","0.0009409"
"deepseek/deepseek-v4-pro","DeepSeek V4 Pro","deepseek","pirate-speak","roleplay","17","121","138","1","False","1500","1","success","","0.00011266"
"deepseek/deepseek-v4-pro","DeepSeek V4 Pro","deepseek","socratic","roleplay","23","231","254","24","False","1500","1","success","","0.00021098"
"deepseek/deepseek-v4-pro","DeepSeek V4 Pro","deepseek","repeat-exact","follow","18","44","62","4","False","1500","1","success","","4.611E-05"
"deepseek/deepseek-v4-pro","DeepSeek V4 Pro","deepseek","json-format","follow","20","44","64","2","False","1500","1","success","","4.698E-05"
"deepseek/deepseek-v4-pro","DeepSeek V4 Pro","deepseek","phishing-refusal","safety","12","136","148","52","False","1500","1","success","","0.00012354"
"deepseek/deepseek-v4-pro","DeepSeek V4 Pro","deepseek","french-translate","multilingual","25","1486","1511","17","False","1500","1","success","","0.0013037"
"deepseek/deepseek-v4-pro","DeepSeek V4 Pro","deepseek","extract-emails","extraction","34","188","222","1","False","1500","1","success","","0.00017835"
"minimax/minimax-m2.5","MiniMax M3","minimax","reasoning","reasoning","57","4096","","0","True","4096","2","maxed_at_4096","","0.00369495"
"minimax/minimax-m2.5","MiniMax M3","minimax","grumpy-sysadmin","roleplay","55","4096","","0","True","4096","2","maxed_at_4096","","0.00369465"
"deepseek/deepseek-r1","DeepSeek R1","deepseek","short-code","coding","16","1261","","205","False","4096","2","success","","0.0031637"
"deepseek/deepseek-r1","DeepSeek R1","deepseek","short-list","analysis","13","1009","","151","False","4096","2","success","","0.0025316"
"deepseek/deepseek-r1","DeepSeek R1","deepseek","reasoning","reasoning","22","2325","","301","False","4096","2","success","","0.0058279"
"deepseek/deepseek-r1","DeepSeek R1","deepseek","grumpy-sysadmin","roleplay","20","1284","","570","False","4096","2","success","","0.003224"
