model_id,model_name,method,method_desc,task_id,category,prompt_tokens,output_tokens,output_words,is_maxed,max_tokens,reasoning,status,error,cost
mistralai/codestral-2508,Codestral,json-envelope,JSON Envelope,one-sentence,qa,45,47,39,False,4096,none,success,,5.5242e-05
mistralai/codestral-2508,Codestral,json-envelope,JSON Envelope,short-code,coding,48,29,13,False,4096,none,success,,4.0095e-05
mistralai/codestral-2508,Codestral,json-envelope,JSON Envelope,short-list,analysis,44,103,42,False,4096,none,success,,0.000104841
mistralai/codestral-2508,Codestral,json-envelope,JSON Envelope,reasoning,reasoning,55,297,141,False,4096,none,success,,0.000280962
mistralai/codestral-2508,Codestral,json-envelope,JSON Envelope,multi-step,reasoning,71,203,106,False,4096,none,success,,0.00020196
mistralai/codestral-2508,Codestral,json-envelope,JSON Envelope,haiku,creative,42,30,15,False,4096,none,success,,3.9204e-05
mistralai/codestral-2508,Codestral,json-envelope,JSON Envelope,describe-sunset,creative,45,70,52,False,4096,none,success,,7.5735e-05
mistralai/codestral-2508,Codestral,json-envelope,JSON Envelope,grumpy-sysadmin,roleplay,52,97,62,False,4096,none,success,,0.000101871
mistralai/codestral-2508,Codestral,json-envelope,JSON Envelope,pirate-speak,roleplay,47,19,8,False,4096,none,success,,3.0888e-05
mistralai/codestral-2508,Codestral,json-envelope,JSON Envelope,socratic,roleplay,53,19,11,False,4096,none,success,,3.267e-05
mistralai/codestral-2508,Codestral,json-envelope,JSON Envelope,repeat-exact,follow,48,17,9,False,4096,none,success,,2.9403e-05
mistralai/codestral-2508,Codestral,json-envelope,JSON Envelope,json-format,follow,50,21,9,False,4096,none,success,,3.3561e-05
mistralai/codestral-2508,Codestral,json-envelope,JSON Envelope,phishing-refusal,safety,43,34,21,False,4096,none,success,,4.3065e-05
mistralai/codestral-2508,Codestral,json-envelope,JSON Envelope,french-translate,multilingual,55,34,22,False,4096,none,success,,4.6629e-05
mistralai/codestral-2508,Codestral,json-envelope,JSON Envelope,extract-emails,extraction,66,25,8,False,4096,none,success,,4.1877e-05
mistralai/codestral-2508,Codestral,diff-only,Diff-Only Delta,one-word,qa,52,6,1,False,4096,none,success,,2.079e-05
mistralai/codestral-2508,Codestral,diff-only,Diff-Only Delta,one-sentence,qa,53,25,23,False,4096,none,success,,3.8016e-05
mistralai/codestral-2508,Codestral,diff-only,Diff-Only Delta,short-code,coding,56,19,11,False,4096,none,success,,3.3561e-05
mistralai/codestral-2508,Codestral,diff-only,Diff-Only Delta,short-list,analysis,52,18,10,False,4096,none,success,,3.1482e-05
mistralai/codestral-2508,Codestral,diff-only,Diff-Only Delta,reasoning,reasoning,63,15,5,False,4096,none,success,,3.2076e-05
mistralai/codestral-2508,Codestral,diff-only,Diff-Only Delta,multi-step,reasoning,79,114,51,False,4096,none,success,,0.000125037
mistralai/codestral-2508,Codestral,diff-only,Diff-Only Delta,haiku,creative,50,24,14,False,4096,none,success,,3.6234e-05
mistralai/codestral-2508,Codestral,diff-only,Diff-Only Delta,describe-sunset,creative,53,60,38,False,4096,none,success,,6.9201e-05
mistralai/codestral-2508,Codestral,diff-only,Diff-Only Delta,grumpy-sysadmin,roleplay,60,23,18,False,4096,none,success,,3.8313e-05
mistralai/codestral-2508,Codestral,diff-only,Diff-Only Delta,pirate-speak,roleplay,55,7,2,False,4096,none,success,,2.2572e-05
mistralai/codestral-2508,Codestral,diff-only,Diff-Only Delta,socratic,roleplay,61,8,6,False,4096,none,success,,2.5245e-05
mistralai/codestral-2508,Codestral,diff-only,Diff-Only Delta,repeat-exact,follow,56,6,4,False,4096,none,success,,2.1978e-05
mistralai/codestral-2508,Codestral,diff-only,Diff-Only Delta,json-format,follow,58,11,4,False,4096,none,success,,2.7027e-05
mistralai/codestral-2508,Codestral,diff-only,Diff-Only Delta,phishing-refusal,safety,51,123,92,False,4096,none,success,,0.00012474
mistralai/codestral-2508,Codestral,diff-only,Diff-Only Delta,french-translate,multilingual,63,27,18,False,4096,none,success,,4.2768e-05
mistralai/codestral-2508,Codestral,diff-only,Diff-Only Delta,extract-emails,extraction,74,19,5,False,4096,none,success,,3.8907e-05
mistralai/codestral-2508,Codestral,verb-noun,Verb-Noun Grammar,one-word,qa,61,8,3,False,4096,none,success,,2.5245e-05
mistralai/codestral-2508,Codestral,verb-noun,Verb-Noun Grammar,one-sentence,qa,62,8,6,False,4096,none,success,,2.5542e-05
mistralai/codestral-2508,Codestral,verb-noun,Verb-Noun Grammar,short-code,coding,65,11,8,False,4096,none,success,,2.9106e-05
mistralai/codestral-2508,Codestral,verb-noun,Verb-Noun Grammar,short-list,analysis,61,17,11,False,4096,none,success,,3.3264e-05
mistralai/codestral-2508,Codestral,verb-noun,Verb-Noun Grammar,reasoning,reasoning,72,45,17,False,4096,none,success,,6.1479e-05
mistralai/codestral-2508,Codestral,verb-noun,Verb-Noun Grammar,multi-step,reasoning,88,28,12,False,4096,none,success,,5.1084e-05
mistralai/codestral-2508,Codestral,verb-noun,Verb-Noun Grammar,haiku,creative,59,13,8,False,4096,none,success,,2.9106e-05
mistralai/codestral-2508,Codestral,verb-noun,Verb-Noun Grammar,describe-sunset,creative,62,36,25,False,4096,none,success,,5.049e-05
mistralai/codestral-2508,Codestral,verb-noun,Verb-Noun Grammar,grumpy-sysadmin,roleplay,69,59,42,False,4096,none,success,,7.3062e-05
mistralai/codestral-2508,Codestral,verb-noun,Verb-Noun Grammar,pirate-speak,roleplay,64,5,2,False,4096,none,success,,2.3463e-05
mistralai/codestral-2508,Codestral,verb-noun,Verb-Noun Grammar,socratic,roleplay,70,590,430,False,4096,none,success,,0.00054648
mistralai/codestral-2508,Codestral,verb-noun,Verb-Noun Grammar,repeat-exact,follow,65,3,2,False,4096,none,success,,2.1978e-05
mistralai/codestral-2508,Codestral,verb-noun,Verb-Noun Grammar,json-format,follow,67,11,4,False,4096,none,success,,2.97e-05
mistralai/codestral-2508,Codestral,verb-noun,Verb-Noun Grammar,phishing-refusal,safety,60,31,23,False,4096,none,success,,4.5441e-05
mistralai/codestral-2508,Codestral,verb-noun,Verb-Noun Grammar,french-translate,multilingual,72,14,6,False,4096,none,success,,3.3858e-05
mistralai/codestral-2508,Codestral,verb-noun,Verb-Noun Grammar,extract-emails,extraction,83,17,5,False,4096,none,success,,3.9798e-05
mistralai/codestral-2508,Codestral,word-deletion,Word Deletion / Extreme Concision,one-word,qa,46,12,4,False,4096,none,success,,2.4354e-05
mistralai/codestral-2508,Codestral,word-deletion,Word Deletion / Extreme Concision,one-sentence,qa,47,16,14,False,4096,none,success,,2.8215e-05
mistralai/codestral-2508,Codestral,word-deletion,Word Deletion / Extreme Concision,short-code,coding,50,18,11,False,4096,none,success,,3.0888e-05
mistralai/codestral-2508,Codestral,word-deletion,Word Deletion / Extreme Concision,short-list,analysis,46,16,8,False,4096,none,success,,2.7918e-05
mistralai/codestral-2508,Codestral,word-deletion,Word Deletion / Extreme Concision,reasoning,reasoning,57,153,81,False,4096,none,success,,0.000153252
mistralai/codestral-2508,Codestral,word-deletion,Word Deletion / Extreme Concision,multi-step,reasoning,73,76,32,False,4096,none,success,,8.9397e-05
mistralai/codestral-2508,Codestral,word-deletion,Word Deletion / Extreme Concision,haiku,creative,44,21,13,False,4096,none,success,,3.1779e-05
mistralai/codestral-2508,Codestral,word-deletion,Word Deletion / Extreme Concision,one-word,qa,46,12,4,False,4096,none,success,,2.4354e-05
mistralai/codestral-2508,Codestral,word-deletion,Word Deletion / Extreme Concision,one-sentence,qa,47,16,14,False,4096,none,success,,2.8215e-05
mistralai/codestral-2508,Codestral,word-deletion,Word Deletion / Extreme Concision,short-code,coding,50,18,11,False,4096,none,success,,3.0888e-05
mistralai/codestral-2508,Codestral,word-deletion,Word Deletion / Extreme Concision,short-list,analysis,46,16,8,False,4096,none,success,,2.7918e-05
mistralai/codestral-2508,Codestral,word-deletion,Word Deletion / Extreme Concision,reasoning,reasoning,57,153,81,False,4096,none,success,,0.000153252
mistralai/codestral-2508,Codestral,word-deletion,Word Deletion / Extreme Concision,multi-step,reasoning,73,68,30,False,4096,none,success,,6.51618e-05
mistralai/codestral-2508,Codestral,word-deletion,Word Deletion / Extreme Concision,haiku,creative,44,19,12,False,4096,none,success,,2.9997e-05
mistralai/codestral-2508,Codestral,word-deletion,Word Deletion / Extreme Concision,describe-sunset,creative,47,57,38,False,4096,none,success,,6.4746e-05
mistralai/codestral-2508,Codestral,word-deletion,Word Deletion / Extreme Concision,grumpy-sysadmin,roleplay,54,13,10,False,4096,none,success,,2.7621e-05
mistralai/codestral-2508,Codestral,word-deletion,Word Deletion / Extreme Concision,pirate-speak,roleplay,49,5,2,False,4096,none,success,,1.9008e-05
mistralai/codestral-2508,Codestral,word-deletion,Word Deletion / Extreme Concision,socratic,roleplay,55,8,6,False,4096,none,success,,2.3463e-05
mistralai/codestral-2508,Codestral,word-deletion,Word Deletion / Extreme Concision,repeat-exact,follow,50,6,4,False,4096,none,success,,2.0196e-05
mistralai/codestral-2508,Codestral,word-deletion,Word Deletion / Extreme Concision,json-format,follow,52,11,4,False,4096,none,success,,2.5245e-05
mistralai/codestral-2508,Codestral,word-deletion,Word Deletion / Extreme Concision,phishing-refusal,safety,45,76,50,False,4096,none,success,,8.1081e-05
mistralai/codestral-2508,Codestral,word-deletion,Word Deletion / Extreme Concision,french-translate,multilingual,57,22,16,False,4096,none,success,,3.6531e-05
mistralai/codestral-2508,Codestral,word-deletion,Word Deletion / Extreme Concision,extract-emails,extraction,68,19,5,False,4096,none,success,,3.7125e-05
perplexity/sonar,Perplexity Sonar,smc,Structured Markdown Compression,one-word,qa,48,157,89,False,4096,none,success,,0.0051579
perplexity/sonar,Perplexity Sonar,smc,Structured Markdown Compression,one-sentence,qa,50,39,33,False,4096,none,success,,0.0050391
perplexity/sonar,Perplexity Sonar,smc,Structured Markdown Compression,short-code,coding,53,97,63,False,4096,none,success,,0.0050985
perplexity/sonar,Perplexity Sonar,smc,Structured Markdown Compression,short-list,analysis,50,181,103,False,4096,none,success,,0.0051777
perplexity/sonar,Perplexity Sonar,smc,Structured Markdown Compression,reasoning,reasoning,59,446,210,False,4096,none,success,,0.0054549
perplexity/sonar,Perplexity Sonar,smc,Structured Markdown Compression,multi-step,reasoning,75,402,186,False,4096,none,success,,0.0054252
perplexity/sonar,Perplexity Sonar,smc,Structured Markdown Compression,haiku,creative,48,22,16,False,4096,none,success,,0.0050193
perplexity/sonar,Perplexity Sonar,smc,Structured Markdown Compression,describe-sunset,creative,49,84,69,False,4096,none,success,,0.0050787
perplexity/sonar,Perplexity Sonar,smc,Structured Markdown Compression,grumpy-sysadmin,roleplay,57,387,254,False,4096,none,success,,0.0053856
perplexity/sonar,Perplexity Sonar,smc,Structured Markdown Compression,pirate-speak,roleplay,53,11,3,False,4096,none,success,,0.0050094
perplexity/sonar,Perplexity Sonar,smc,Structured Markdown Compression,socratic,roleplay,58,223,171,False,4096,none,success,,0.0052272
perplexity/sonar,Perplexity Sonar,smc,Structured Markdown Compression,repeat-exact,follow,54,5,4,False,4096,none,success,,0.0050094
perplexity/sonar,Perplexity Sonar,smc,Structured Markdown Compression,json-format,follow,56,13,6,False,4096,none,success,,0.0050193
perplexity/sonar,Perplexity Sonar,smc,Structured Markdown Compression,phishing-refusal,safety,48,526,341,False,4096,none,success,,0.0055143
perplexity/sonar,Perplexity Sonar,smc,Structured Markdown Compression,french-translate,multilingual,60,91,51,False,4096,none,success,,0.0050985
perplexity/sonar,Perplexity Sonar,smc,Structured Markdown Compression,extract-emails,extraction,68,11,3,False,4096,none,success,,0.0050292
perplexity/sonar,Perplexity Sonar,json-envelope,JSON Envelope,one-word,qa,36,120,78,False,4096,none,success,,0.0051084
perplexity/sonar,Perplexity Sonar,json-envelope,JSON Envelope,one-sentence,qa,38,42,31,False,4096,none,success,,0.0050292
perplexity/sonar,Perplexity Sonar,json-envelope,JSON Envelope,short-code,coding,41,133,64,False,4096,none,success,,0.0051183
perplexity/sonar,Perplexity Sonar,json-envelope,JSON Envelope,short-list,analysis,38,231,153,False,4096,none,success,,0.0052173
perplexity/sonar,Perplexity Sonar,json-envelope,JSON Envelope,reasoning,reasoning,47,500,194,False,4096,none,success,,0.0054945
perplexity/sonar,Perplexity Sonar,json-envelope,JSON Envelope,multi-step,reasoning,63,456,183,False,4096,none,success,,0.0054648
perplexity/sonar,Perplexity Sonar,json-envelope,JSON Envelope,haiku,creative,36,35,17,False,4096,none,success,,0.0050193
perplexity/sonar,Perplexity Sonar,json-envelope,JSON Envelope,describe-sunset,creative,37,84,61,False,4096,none,success,,0.0050688
perplexity/sonar,Perplexity Sonar,json-envelope,JSON Envelope,grumpy-sysadmin,roleplay,45,480,316,False,4096,none,success,,0.0054747
perplexity/sonar,Perplexity Sonar,json-envelope,JSON Envelope,pirate-speak,roleplay,41,14,5,False,4096,none,success,,0.0050094
perplexity/sonar,Perplexity Sonar,json-envelope,JSON Envelope,socratic,roleplay,46,171,139,False,4096,none,success,,0.0051678
perplexity/sonar,Perplexity Sonar,json-envelope,JSON Envelope,repeat-exact,follow,42,5,4,False,4096,none,success,,0.0049995
perplexity/sonar,Perplexity Sonar,json-envelope,JSON Envelope,json-format,follow,44,6,2,False,4096,none,success,,0.0049995
perplexity/sonar,Perplexity Sonar,json-envelope,JSON Envelope,phishing-refusal,safety,36,817,548,False,4096,none,success,,0.0057915
perplexity/sonar,Perplexity Sonar,json-envelope,JSON Envelope,french-translate,multilingual,48,218,140,False,4096,none,success,,0.0052173
perplexity/sonar,Perplexity Sonar,json-envelope,JSON Envelope,extract-emails,extraction,56,6,2,False,4096,none,success,,0.0050094
perplexity/sonar,Perplexity Sonar,diff-only,Diff-Only Delta,one-word,qa,46,165,110,False,4096,none,success,,0.0051579
perplexity/sonar,Perplexity Sonar,diff-only,Diff-Only Delta,one-sentence,qa,48,31,27,False,4096,none,success,,0.0050292
perplexity/sonar,Perplexity Sonar,diff-only,Diff-Only Delta,short-code,coding,51,93,59,False,4096,none,success,,0.0050886
perplexity/sonar,Perplexity Sonar,diff-only,Diff-Only Delta,short-list,analysis,48,156,105,False,4096,none,success,,0.005148
perplexity/sonar,Perplexity Sonar,diff-only,Diff-Only Delta,reasoning,reasoning,57,492,216,False,4096,none,success,,0.0054945
perplexity/sonar,Perplexity Sonar,diff-only,Diff-Only Delta,multi-step,reasoning,73,393,171,False,4096,none,success,,0.0054153
perplexity/sonar,Perplexity Sonar,diff-only,Diff-Only Delta,haiku,creative,46,21,14,False,4096,none,success,,0.0050193
perplexity/sonar,Perplexity Sonar,diff-only,Diff-Only Delta,describe-sunset,creative,47,73,55,False,4096,none,success,,0.0050688
perplexity/sonar,Perplexity Sonar,diff-only,Diff-Only Delta,grumpy-sysadmin,roleplay,55,311,206,False,4096,none,success,,0.0053163
perplexity/sonar,Perplexity Sonar,diff-only,Diff-Only Delta,pirate-speak,roleplay,51,13,3,False,4096,none,success,,0.0050094
perplexity/sonar,Perplexity Sonar,diff-only,Diff-Only Delta,socratic,roleplay,56,184,147,False,4096,none,success,,0.0051876
perplexity/sonar,Perplexity Sonar,diff-only,Diff-Only Delta,repeat-exact,follow,52,5,4,False,4096,none,success,,0.0050094
perplexity/sonar,Perplexity Sonar,diff-only,Diff-Only Delta,json-format,follow,54,5,1,False,4096,none,success,,0.0050094
perplexity/sonar,Perplexity Sonar,diff-only,Diff-Only Delta,phishing-refusal,safety,46,255,191,False,4096,none,success,,0.005247
perplexity/sonar,Perplexity Sonar,diff-only,Diff-Only Delta,french-translate,multilingual,58,35,19,False,4096,none,success,,0.0050391
perplexity/sonar,Perplexity Sonar,diff-only,Diff-Only Delta,extract-emails,extraction,66,46,31,False,4096,none,success,,0.0050589
perplexity/sonar,Perplexity Sonar,verb-noun,Verb-Noun Grammar,one-word,qa,51,146,84,False,4096,none,success,,0.005148
perplexity/sonar,Perplexity Sonar,verb-noun,Verb-Noun Grammar,one-sentence,qa,53,31,26,False,4096,none,success,,0.0050292
perplexity/sonar,Perplexity Sonar,verb-noun,Verb-Noun Grammar,short-code,coding,56,137,83,False,4096,none,success,,0.0051381
perplexity/sonar,Perplexity Sonar,verb-noun,Verb-Noun Grammar,short-list,analysis,53,232,133,False,4096,none,success,,0.0052371
perplexity/sonar,Perplexity Sonar,verb-noun,Verb-Noun Grammar,reasoning,reasoning,62,452,185,False,4096,none,success,,0.0054549
perplexity/sonar,Perplexity Sonar,verb-noun,Verb-Noun Grammar,multi-step,reasoning,78,397,177,False,4096,none,success,,0.0054252
perplexity/sonar,Perplexity Sonar,verb-noun,Verb-Noun Grammar,haiku,creative,51,20,16,False,4096,none,success,,0.0050193
perplexity/sonar,Perplexity Sonar,verb-noun,Verb-Noun Grammar,describe-sunset,creative,52,170,112,False,4096,none,success,,0.0051678
perplexity/sonar,Perplexity Sonar,verb-noun,Verb-Noun Grammar,grumpy-sysadmin,roleplay,60,294,185,False,4096,none,success,,0.0052965
perplexity/sonar,Perplexity Sonar,verb-noun,Verb-Noun Grammar,pirate-speak,roleplay,56,3,1,False,4096,none,success,,0.0050094
perplexity/sonar,Perplexity Sonar,verb-noun,Verb-Noun Grammar,socratic,roleplay,61,169,126,False,4096,none,success,,0.0051777
perplexity/sonar,Perplexity Sonar,verb-noun,Verb-Noun Grammar,repeat-exact,follow,57,5,4,False,4096,none,success,,0.0050094
perplexity/sonar,Perplexity Sonar,verb-noun,Verb-Noun Grammar,json-format,follow,59,6,2,False,4096,none,success,,0.0050193
perplexity/sonar,Perplexity Sonar,verb-noun,Verb-Noun Grammar,phishing-refusal,safety,51,447,315,False,4096,none,success,,0.005445
perplexity/sonar,Perplexity Sonar,verb-noun,Verb-Noun Grammar,french-translate,multilingual,63,32,18,False,4096,none,success,,0.0050391
perplexity/sonar,Perplexity Sonar,verb-noun,Verb-Noun Grammar,extract-emails,extraction,71,33,23,False,4096,none,success,,0.005049
perplexity/sonar,Perplexity Sonar,word-deletion,Word Deletion / Extreme Concision,one-word,qa,39,187,123,False,4096,none,success,,0.0051777
perplexity/sonar,Perplexity Sonar,word-deletion,Word Deletion / Extreme Concision,one-sentence,qa,41,39,34,False,4096,none,success,,0.0050292
perplexity/sonar,Perplexity Sonar,word-deletion,Word Deletion / Extreme Concision,short-code,coding,44,93,57,False,4096,none,success,,0.0050886
perplexity/sonar,Perplexity Sonar,word-deletion,Word Deletion / Extreme Concision,short-list,analysis,41,179,105,False,4096,none,success,,0.0051678
perplexity/sonar,Perplexity Sonar,word-deletion,Word Deletion / Extreme Concision,reasoning,reasoning,50,556,246,False,4096,none,success,,0.0055539
perplexity/sonar,Perplexity Sonar,word-deletion,Word Deletion / Extreme Concision,multi-step,reasoning,66,422,188,False,4096,none,success,,0.0054351
perplexity/sonar,Perplexity Sonar,word-deletion,Word Deletion / Extreme Concision,haiku,creative,39,22,15,False,4096,none,success,,0.0050094
perplexity/sonar,Perplexity Sonar,word-deletion,Word Deletion / Extreme Concision,describe-sunset,creative,40,79,56,False,4096,none,success,,0.0050688
perplexity/sonar,Perplexity Sonar,word-deletion,Word Deletion / Extreme Concision,grumpy-sysadmin,roleplay,48,278,179,False,4096,none,success,,0.0052767
perplexity/sonar,Perplexity Sonar,word-deletion,Word Deletion / Extreme Concision,pirate-speak,roleplay,44,11,3,False,4096,none,success,,0.0050094
perplexity/sonar,Perplexity Sonar,word-deletion,Word Deletion / Extreme Concision,socratic,roleplay,49,115,92,False,4096,none,success,,0.0051084
perplexity/sonar,Perplexity Sonar,word-deletion,Word Deletion / Extreme Concision,repeat-exact,follow,45,5,4,False,4096,none,success,,0.0049995
perplexity/sonar,Perplexity Sonar,word-deletion,Word Deletion / Extreme Concision,json-format,follow,47,6,2,False,4096,none,success,,0.0049995
perplexity/sonar,Perplexity Sonar,word-deletion,Word Deletion / Extreme Concision,phishing-refusal,safety,39,546,365,False,4096,none,success,,0.0055341
perplexity/sonar,Perplexity Sonar,word-deletion,Word Deletion / Extreme Concision,french-translate,multilingual,51,216,125,False,4096,none,success,,0.0052173
perplexity/sonar,Perplexity Sonar,word-deletion,Word Deletion / Extreme Concision,extract-emails,extraction,59,32,22,False,4096,none,success,,0.0050391
openai/gpt-5.4-nano,GPT-5.4 Nano,smc,Structured Markdown Compression,one-word,qa,57,40,21,False,4096,none,success,,6.0786e-05
openai/gpt-5.4-nano,GPT-5.4 Nano,smc,Structured Markdown Compression,one-sentence,qa,59,31,26,False,4096,none,success,,5.00445e-05
openai/gpt-5.4-nano,GPT-5.4 Nano,smc,Structured Markdown Compression,short-code,coding,63,22,11,False,4096,none,success,,3.9699e-05
openai/gpt-5.4-nano,GPT-5.4 Nano,smc,Structured Markdown Compression,short-list,analysis,59,45,33,False,4096,none,success,,6.73695e-05
openai/gpt-5.4-nano,GPT-5.4 Nano,smc,Structured Markdown Compression,reasoning,reasoning,68,192,58,False,4096,none,success,,0.000251064
openai/gpt-5.4-nano,GPT-5.4 Nano,smc,Structured Markdown Compression,multi-step,reasoning,84,99,40,False,4096,none,success,,0.0001391445
openai/gpt-5.4-nano,GPT-5.4 Nano,smc,Structured Markdown Compression,haiku,creative,57,25,15,False,4096,none,success,,4.22235e-05
openai/gpt-5.4-nano,GPT-5.4 Nano,smc,Structured Markdown Compression,describe-sunset,creative,58,68,47,False,4096,none,success,,9.5634e-05
openai/gpt-5.4-nano,GPT-5.4 Nano,smc,Structured Markdown Compression,grumpy-sysadmin,roleplay,66,410,218,False,4096,none,success,,0.000520443
openai/gpt-5.4-nano,GPT-5.4 Nano,smc,Structured Markdown Compression,pirate-speak,roleplay,62,7,1,False,4096,none,success,,2.09385e-05
openai/gpt-5.4-nano,GPT-5.4 Nano,smc,Structured Markdown Compression,socratic,roleplay,67,7,2,False,4096,none,success,,2.19285e-05
openai/gpt-5.4-nano,GPT-5.4 Nano,smc,Structured Markdown Compression,repeat-exact,follow,63,10,4,False,4096,none,success,,2.4849e-05
openai/gpt-5.4-nano,GPT-5.4 Nano,smc,Structured Markdown Compression,json-format,follow,65,9,1,False,4096,none,success,,2.40075e-05
openai/gpt-5.4-nano,GPT-5.4 Nano,smc,Structured Markdown Compression,phishing-refusal,safety,57,90,55,False,4096,none,success,,0.000122661
openai/gpt-5.4-nano,GPT-5.4 Nano,smc,Structured Markdown Compression,french-translate,multilingual,70,28,18,False,4096,none,success,,4.851e-05
openai/gpt-5.4-nano,GPT-5.4 Nano,smc,Structured Markdown Compression,extract-emails,extraction,78,21,3,False,4096,none,success,,4.14315e-05
openai/gpt-5.4-nano,GPT-5.4 Nano,json-envelope,JSON Envelope,one-word,qa,46,53,33,False,4096,none,success,,7.46955e-05
openai/gpt-5.4-nano,GPT-5.4 Nano,json-envelope,JSON Envelope,one-sentence,qa,48,34,25,False,4096,none,success,,5.1579e-05
openai/gpt-5.4-nano,GPT-5.4 Nano,json-envelope,JSON Envelope,short-code,coding,52,33,11,False,4096,none,success,,5.11335e-05
openai/gpt-5.4-nano,GPT-5.4 Nano,json-envelope,JSON Envelope,short-list,analysis,48,47,25,False,4096,none,success,,6.76665e-05
openai/gpt-5.4-nano,GPT-5.4 Nano,json-envelope,JSON Envelope,reasoning,reasoning,57,286,148,False,4096,none,success,,0.000365211
openai/gpt-5.4-nano,GPT-5.4 Nano,json-envelope,JSON Envelope,multi-step,reasoning,73,119,53,False,4096,none,success,,0.0001617165
openai/gpt-5.4-nano,GPT-5.4 Nano,json-envelope,JSON Envelope,haiku,creative,46,26,10,False,4096,none,success,,4.1283e-05
openai/gpt-5.4-nano,GPT-5.4 Nano,json-envelope,JSON Envelope,describe-sunset,creative,47,73,50,False,4096,none,success,,9.96435e-05
openai/gpt-5.4-nano,GPT-5.4 Nano,json-envelope,JSON Envelope,grumpy-sysadmin,roleplay,55,163,110,False,4096,none,success,,0.0002126025
openai/gpt-5.4-nano,GPT-5.4 Nano,json-envelope,JSON Envelope,pirate-speak,roleplay,51,16,3,False,4096,none,success,,2.9898e-05
openai/gpt-5.4-nano,GPT-5.4 Nano,json-envelope,JSON Envelope,socratic,roleplay,56,69,45,False,4096,none,success,,9.64755e-05
openai/gpt-5.4-nano,GPT-5.4 Nano,json-envelope,JSON Envelope,repeat-exact,follow,52,13,4,False,4096,none,success,,2.63835e-05
openai/gpt-5.4-nano,GPT-5.4 Nano,json-envelope,JSON Envelope,json-format,follow,54,9,1,False,4096,none,success,,2.18295e-05
openai/gpt-5.4-nano,GPT-5.4 Nano,json-envelope,JSON Envelope,phishing-refusal,safety,46,125,80,False,4096,none,success,,0.0001637955
openai/gpt-5.4-nano,GPT-5.4 Nano,json-envelope,JSON Envelope,french-translate,multilingual,59,29,16,False,4096,none,success,,4.75695e-05
openai/gpt-5.4-nano,GPT-5.4 Nano,json-envelope,JSON Envelope,extract-emails,extraction,67,25,9,False,4096,none,success,,4.42035e-05
openai/gpt-5.4-nano,GPT-5.4 Nano,diff-only,Diff-Only Delta,one-word,qa,56,41,21,False,4096,none,success,,6.18255e-05
openai/gpt-5.4-nano,GPT-5.4 Nano,diff-only,Diff-Only Delta,one-sentence,qa,58,30,25,False,4096,none,success,,4.8609e-05
openai/gpt-5.4-nano,GPT-5.4 Nano,diff-only,Diff-Only Delta,short-code,coding,62,22,11,False,4096,none,success,,3.9501e-05
openai/gpt-5.4-nano,GPT-5.4 Nano,diff-only,Diff-Only Delta,short-list,analysis,58,41,21,False,4096,none,success,,6.22215e-05
openai/gpt-5.4-nano,GPT-5.4 Nano,diff-only,Diff-Only Delta,reasoning,reasoning,67,193,76,False,4096,none,success,,0.0002521035
openai/gpt-5.4-nano,GPT-5.4 Nano,diff-only,Diff-Only Delta,multi-step,reasoning,83,105,43,False,4096,none,success,,0.0001463715
openai/gpt-5.4-nano,GPT-5.4 Nano,diff-only,Diff-Only Delta,haiku,creative,56,23,14,False,4096,none,success,,3.95505e-05
openai/gpt-5.4-nano,GPT-5.4 Nano,diff-only,Diff-Only Delta,describe-sunset,creative,57,70,50,False,4096,none,success,,9.7911e-05
openai/gpt-5.4-nano,GPT-5.4 Nano,diff-only,Diff-Only Delta,grumpy-sysadmin,roleplay,65,80,53,False,4096,none,success,,0.00011187
openai/gpt-5.4-nano,GPT-5.4 Nano,diff-only,Diff-Only Delta,pirate-speak,roleplay,61,12,3,False,4096,none,success,,2.6928e-05
openai/gpt-5.4-nano,GPT-5.4 Nano,diff-only,Diff-Only Delta,socratic,roleplay,66,11,6,False,4096,none,success,,2.66805e-05
openai/gpt-5.4-nano,GPT-5.4 Nano,diff-only,Diff-Only Delta,repeat-exact,follow,62,9,4,False,4096,none,success,,2.34135e-05
openai/gpt-5.4-nano,GPT-5.4 Nano,diff-only,Diff-Only Delta,json-format,follow,64,9,1,False,4096,none,success,,2.38095e-05
openai/gpt-5.4-nano,GPT-5.4 Nano,diff-only,Diff-Only Delta,phishing-refusal,safety,56,71,47,False,4096,none,success,,9.89505e-05
openai/gpt-5.4-nano,GPT-5.4 Nano,diff-only,Diff-Only Delta,french-translate,multilingual,69,27,18,False,4096,none,success,,4.70745e-05
openai/gpt-5.4-nano,GPT-5.4 Nano,diff-only,Diff-Only Delta,extract-emails,extraction,77,17,1,False,4096,none,success,,3.62835e-05
openai/gpt-5.4-nano,GPT-5.4 Nano,verb-noun,Verb-Noun Grammar,one-word,qa,61,10,4,False,4096,none,success,,2.4453e-05
openai/gpt-5.4-nano,GPT-5.4 Nano,verb-noun,Verb-Noun Grammar,one-sentence,qa,63,28,17,False,4096,none,success,,4.7124e-05
openai/gpt-5.4-nano,GPT-5.4 Nano,verb-noun,Verb-Noun Grammar,short-code,coding,67,25,9,False,4096,none,success,,4.42035e-05
openai/gpt-5.4-nano,GPT-5.4 Nano,verb-noun,Verb-Noun Grammar,short-list,analysis,63,24,17,False,4096,none,success,,4.2174e-05
