"model_name","model_id","reasoning","method","method_desc","task_id","category","prompt_tokens","output_tokens","total_tokens","output_words","is_maxed","max_tokens","status","error","cost"
"DS V4 Pro","deepseek/deepseek-v4-pro","none","smc","Structured Markdown Compression","json-format","follow","62","52","114","1","False","4096","success","","7.221E-05"
"DS V4 Pro","deepseek/deepseek-v4-pro","none","smc","Structured Markdown Compression","phishing-refusal","safety","54","162","216","43","False","4096","success","","0.00016443"
"DS V4 Pro","deepseek/deepseek-v4-pro","none","smc","Structured Markdown Compression","french-translate","multilingual","67","746","813","17","False","4096","success","","0.00067816"
"DS V4 Pro","deepseek/deepseek-v4-pro","none","smc","Structured Markdown Compression","extract-emails","extraction","76","391","467","5","False","4096","success","","0.00037323"
"DS V4 Pro","deepseek/deepseek-v4-pro","none","json-envelope","JSON Envelope","one-word","qa","40","156","196","2","False","4096","success","","0.00015312"
"DS V4 Pro","deepseek/deepseek-v4-pro","none","json-envelope","JSON Envelope","one-sentence","qa","43","237","280","29","False","4096","success","","0.0002249"
"DS V4 Pro","deepseek/deepseek-v4-pro","none","json-envelope","JSON Envelope","short-code","coding","46","305","351","10","False","4096","success","","0.00028536"
"DS V4 Pro","deepseek/deepseek-v4-pro","none","json-envelope","JSON Envelope","short-list","analysis","41","218","259","27","False","4096","success","","0.0002075"
"DS V4 Pro","deepseek/deepseek-v4-pro","none","json-envelope","JSON Envelope","reasoning","reasoning","50","417","467","111","False","4096","success","","0.00038454"
"DS V4 Pro","deepseek/deepseek-v4-pro","none","json-envelope","JSON Envelope","multi-step","reasoning","68","187","255","4","False","4096","success","","0.00019227"
"DS V4 Pro","deepseek/deepseek-v4-pro","none","json-envelope","JSON Envelope","haiku","creative","39","314","353","12","False","4096","success","","0.00029015"
"DS V4 Pro","deepseek/deepseek-v4-pro","none","json-envelope","JSON Envelope","describe-sunset","creative","42","131","173","49","False","4096","success","","0.00013224"
"DS V4 Pro","deepseek/deepseek-v4-pro","none","json-envelope","JSON Envelope","grumpy-sysadmin","roleplay","48","339","387","93","False","4096","success","","0.00031581"
"DS V4 Pro","deepseek/deepseek-v4-pro","none","json-envelope","JSON Envelope","pirate-speak","roleplay","46","101","147","3","False","4096","success","","0.00010788"
"DS V4 Pro","deepseek/deepseek-v4-pro","none","json-envelope","JSON Envelope","socratic","roleplay","52","354","406","68","False","4096","success","","0.0003306"
"DS V4 Pro","deepseek/deepseek-v4-pro","none","json-envelope","JSON Envelope","repeat-exact","follow","47","305","352","5","False","4096","success","","0.0002858"
"DS V4 Pro","deepseek/deepseek-v4-pro","none","json-envelope","JSON Envelope","json-format","follow","49","440","489","3","False","4096","success","","0.00040412"
"DS V4 Pro","deepseek/deepseek-v4-pro","none","json-envelope","JSON Envelope","phishing-refusal","safety","41","186","227","16","False","4096","success","","0.00017966"
"DS V4 Pro","deepseek/deepseek-v4-pro","none","json-envelope","JSON Envelope","french-translate","multilingual","54","281","335","17","False","4096","success","","0.00026796"
"DS V4 Pro","deepseek/deepseek-v4-pro","none","json-envelope","JSON Envelope","extract-emails","extraction","63","401","464","2","False","4096","success","","0.00037628"
"DS V4 Pro","deepseek/deepseek-v4-pro","none","diff-only","Diff-Only Delta","one-word","qa","51","436","487","2","False","4096","success","","0.0004015"
"DS V4 Pro","deepseek/deepseek-v4-pro","none","diff-only","Diff-Only Delta","one-sentence","qa","51","91","142","24","False","4096","success","","0.00010136"
"DS V4 Pro","deepseek/deepseek-v4-pro","none","diff-only","Diff-Only Delta","short-code","coding","54","119","173","11","False","4096","success","","0.00012702"
"DS V4 Pro","deepseek/deepseek-v4-pro","none","diff-only","Diff-Only Delta","short-list","analysis","51","209","260","10","False","4096","success","","0.00020402"
"DS V4 Pro","deepseek/deepseek-v4-pro","none","diff-only","Diff-Only Delta","reasoning","reasoning","60","248","308","34","False","4096","success","","0.00024186"
"DS V4 Pro","deepseek/deepseek-v4-pro","none","diff-only","Diff-Only Delta","multi-step","reasoning","76","208","284","56","False","4096","success","","0.00021402"
"DS V4 Pro","deepseek/deepseek-v4-pro","none","diff-only","Diff-Only Delta","haiku","creative","49","71","120","11","False","4096","success","","8.308E-05"
"DS V4 Pro","deepseek/deepseek-v4-pro","none","diff-only","Diff-Only Delta","describe-sunset","creative","50","74","124","38","False","4096","success","","8.613E-05"
"DS V4 Pro","deepseek/deepseek-v4-pro","none","diff-only","Diff-Only Delta","grumpy-sysadmin","roleplay","58","237","295","123","False","4096","success","","0.00023142"
"DS V4 Pro","deepseek/deepseek-v4-pro","none","diff-only","Diff-Only Delta","pirate-speak","roleplay","54","62","116","2","False","4096","success","","7.743E-05"
"DS V4 Pro","deepseek/deepseek-v4-pro","none","diff-only","Diff-Only Delta","socratic","roleplay","60","175","235","19","False","4096","success","","0.00017835"
"DS V4 Pro","deepseek/deepseek-v4-pro","none","diff-only","Diff-Only Delta","repeat-exact","follow","55","42","97","4","False","4096","success","","6.046E-05"
"DS V4 Pro","deepseek/deepseek-v4-pro","none","diff-only","Diff-Only Delta","json-format","follow","57","42","99","2","False","4096","success","","6.134E-05"
"DS V4 Pro","deepseek/deepseek-v4-pro","none","diff-only","Diff-Only Delta","phishing-refusal","safety","49","93","142","32","False","4096","success","","0.00010222"
"DS V4 Pro","deepseek/deepseek-v4-pro","none","diff-only","Diff-Only Delta","french-translate","multilingual","62","879","941","17","False","4096","success","","0.0007917"
"DS V4 Pro","deepseek/deepseek-v4-pro","none","diff-only","Diff-Only Delta","extract-emails","extraction","71","222","293","5","False","4096","success","","0.00022402"
"DS V4 Pro","deepseek/deepseek-v4-pro","none","verb-noun","Verb-Noun Grammar","one-word","qa","52","515","567","3","False","4096","success","","0.00047067"
"DS V4 Pro","deepseek/deepseek-v4-pro","none","verb-noun","Verb-Noun Grammar","one-sentence","qa","52","517","569","4","False","4096","success","","0.00047241"
"DS V4 Pro","deepseek/deepseek-v4-pro","none","verb-noun","Verb-Noun Grammar","short-code","coding","55","629","684","17","False","4096","success","","0.00057116"
"DS V4 Pro","deepseek/deepseek-v4-pro","none","verb-noun","Verb-Noun Grammar","short-list","analysis","52","473","525","11","False","4096","success","","0.00043413"
"DS V4 Pro","deepseek/deepseek-v4-pro","none","verb-noun","Verb-Noun Grammar","reasoning","reasoning","61","883","944","38","False","4096","success","","0.00079475"
"DS V4 Pro","deepseek/deepseek-v4-pro","none","verb-noun","Verb-Noun Grammar","multi-step","reasoning","77","415","492","3","False","4096","success","","0.00039455"
"DS V4 Pro","deepseek/deepseek-v4-pro","none","verb-noun","Verb-Noun Grammar","haiku","creative","50","1435","1485","11","False","4096","success","","0.0012702"
"DS V4 Pro","deepseek/deepseek-v4-pro","none","verb-noun","Verb-Noun Grammar","describe-sunset","creative","51","3140","3191","50","False","4096","success","","0.00275398"
"DS V4 Pro","deepseek/deepseek-v4-pro","none","verb-noun","Verb-Noun Grammar","grumpy-sysadmin","roleplay","59","930","989","41","False","4096","success","","0.00083476"
"DS V4 Pro","deepseek/deepseek-v4-pro","none","verb-noun","Verb-Noun Grammar","pirate-speak","roleplay","55","361","416","3","False","4096","success","","0.000338"
"DS V4 Pro","deepseek/deepseek-v4-pro","none","verb-noun","Verb-Noun Grammar","socratic","roleplay","58","593","651","131","False","4096","success","","0.00054114"
"DS V4 Pro","deepseek/deepseek-v4-pro","none","verb-noun","Verb-Noun Grammar","repeat-exact","follow","56","1243","1299","3","False","4096","success","","0.00110577"
"DS V4 Pro","deepseek/deepseek-v4-pro","none","verb-noun","Verb-Noun Grammar","json-format","follow","58","217","275","2","False","4096","success","","0.00021402"
"DS V4 Pro","deepseek/deepseek-v4-pro","none","verb-noun","Verb-Noun Grammar","phishing-refusal","safety","50","757","807","24","False","4096","success","","0.00068034"
"DS V4 Pro","deepseek/deepseek-v4-pro","none","verb-noun","Verb-Noun Grammar","french-translate","multilingual","63","2542","2605","7","False","4096","success","","0.00223894"
"DS V4 Pro","deepseek/deepseek-v4-pro","none","verb-noun","Verb-Noun Grammar","extract-emails","extraction","72","880","952","3","False","4096","success","","0.00079692"
"DS V4 Pro","deepseek/deepseek-v4-pro","none","word-deletion","Word Deletion / Extreme Concision","one-word","qa","45","310","355","2","False","4096","success","","0.00028927"
"DS V4 Pro","deepseek/deepseek-v4-pro","none","word-deletion","Word Deletion / Extreme Concision","one-sentence","qa","45","275","320","12","False","4096","success","","0.00025882"
"DS V4 Pro","deepseek/deepseek-v4-pro","none","word-deletion","Word Deletion / Extreme Concision","short-code","coding","48","157","205","3","False","4096","success","","0.00015747"
"DS V4 Pro","deepseek/deepseek-v4-pro","none","word-deletion","Word Deletion / Extreme Concision","short-list","analysis","45","220","265","8","False","4096","success","","0.00021098"
"DS V4 Pro","deepseek/deepseek-v4-pro","none","word-deletion","Word Deletion / Extreme Concision","reasoning","reasoning","54","171","225","27","False","4096","success","","0.00017226"
"DS V4 Pro","deepseek/deepseek-v4-pro","none","word-deletion","Word Deletion / Extreme Concision","multi-step","reasoning","70","296","366","47","False","4096","success","","0.00028797"
"DS V4 Pro","deepseek/deepseek-v4-pro","none","word-deletion","Word Deletion / Extreme Concision","haiku","creative","43","68","111","15","False","4096","success","","7.786E-05"
"DS V4 Pro","deepseek/deepseek-v4-pro","none","word-deletion","Word Deletion / Extreme Concision","describe-sunset","creative","44","109","153","44","False","4096","success","","0.00011397"
"DS V4 Pro","deepseek/deepseek-v4-pro","none","word-deletion","Word Deletion / Extreme Concision","grumpy-sysadmin","roleplay","52","327","379","17","False","4096","success","","0.00030711"
"DS V4 Pro","deepseek/deepseek-v4-pro","none","word-deletion","Word Deletion / Extreme Concision","pirate-speak","roleplay","48","72","120","1","False","4096","success","","8.352E-05"
"DS V4 Pro","deepseek/deepseek-v4-pro","none","word-deletion","Word Deletion / Extreme Concision","socratic","roleplay","54","203","257","39","False","4096","success","","0.0002001"
"DS V4 Pro","deepseek/deepseek-v4-pro","none","word-deletion","Word Deletion / Extreme Concision","repeat-exact","follow","49","38","87","4","False","4096","success","","5.438E-05"
"DS V4 Pro","deepseek/deepseek-v4-pro","none","word-deletion","Word Deletion / Extreme Concision","json-format","follow","51","44","95","2","False","4096","success","","6.046E-05"
"DS V4 Pro","deepseek/deepseek-v4-pro","none","word-deletion","Word Deletion / Extreme Concision","phishing-refusal","safety","43","74","117","7","False","4096","success","","8.308E-05"
"DS V4 Pro","deepseek/deepseek-v4-pro","none","word-deletion","Word Deletion / Extreme Concision","french-translate","multilingual","56","326","382","16","False","4096","success","","0.00030798"
"DS V4 Pro","deepseek/deepseek-v4-pro","none","word-deletion","Word Deletion / Extreme Concision","extract-emails","extraction","65","211","276","3","False","4096","success","","0.00021184"
"DS V4 Pro Max","deepseek/deepseek-v4-pro","xhigh","smc","Structured Markdown Compression","one-word","qa","135","483","618","34","False","4096","success","","0.00047894"
"DS V4 Pro Max","deepseek/deepseek-v4-pro","xhigh","smc","Structured Markdown Compression","one-sentence","qa","135","328","463","24","False","4096","success","","0.00034409"
"DS V4 Pro Max","deepseek/deepseek-v4-pro","xhigh","smc","Structured Markdown Compression","short-code","coding","138","75","213","11","False","4096","success","","0.00012528"
"DS V4 Pro Max","deepseek/deepseek-v4-pro","xhigh","smc","Structured Markdown Compression","short-list","analysis","135","424","559","56","False","4096","success","","0.00042761"
"DS V4 Pro Max","deepseek/deepseek-v4-pro","xhigh","smc","Structured Markdown Compression","reasoning","reasoning","144","390","534","98","False","4096","success","","0.00040194"
"DS V4 Pro Max","deepseek/deepseek-v4-pro","xhigh","smc","Structured Markdown Compression","multi-step","reasoning","160","297","457","48","False","4096","success","","0.00032799"
"DS V4 Pro Max","deepseek/deepseek-v4-pro","xhigh","smc","Structured Markdown Compression","haiku","creative","133","1539","1672","13","False","4096","success","","0.00139679"
"DS V4 Pro Max","deepseek/deepseek-v4-pro","xhigh","smc","Structured Markdown Compression","describe-sunset","creative","134","3625","3759","50","False","4096","success","","0.00321204"
"DS V4 Pro Max","deepseek/deepseek-v4-pro","xhigh","smc","Structured Markdown Compression","grumpy-sysadmin","roleplay","142","299","441","135","False","4096","success","","0.0003219"
"DS V4 Pro Max","deepseek/deepseek-v4-pro","xhigh","smc","Structured Markdown Compression","pirate-speak","roleplay","138","241","379","2","False","4096","success","","0.0002697"
"DS V4 Pro Max","deepseek/deepseek-v4-pro","xhigh","smc","Structured Markdown Compression","socratic","roleplay","144","348","492","52","False","4096","success","","0.0003654"
"DS V4 Pro Max","deepseek/deepseek-v4-pro","xhigh","smc","Structured Markdown Compression","repeat-exact","follow","139","169","308","4","False","4096","success","","0.0002075"
"DS V4 Pro Max","deepseek/deepseek-v4-pro","xhigh","smc","Structured Markdown Compression","json-format","follow","141","58","199","2","False","4096","success","","0.0001118"
"DS V4 Pro Max","deepseek/deepseek-v4-pro","xhigh","smc","Structured Markdown Compression","phishing-refusal","safety","133","274","407","113","False","4096","success","","0.00029624"
"DS V4 Pro Max","deepseek/deepseek-v4-pro","xhigh","smc","Structured Markdown Compression","french-translate","multilingual","146","987","1133","17","False","4096","success","","0.0009222"
"DS V4 Pro Max","deepseek/deepseek-v4-pro","xhigh","smc","Structured Markdown Compression","extract-emails","extraction","155","544","699","3","False","4096","success","","0.00054071"
"DS V4 Pro Max","deepseek/deepseek-v4-pro","xhigh","json-envelope","JSON Envelope","one-word","qa","122","1264","1386","18","False","4096","success","","0.00115275"
"DS V4 Pro Max","deepseek/deepseek-v4-pro","xhigh","json-envelope","JSON Envelope","one-sentence","qa","122","562","684","35","False","4096","success","","0.00054201"
"DS V4 Pro Max","deepseek/deepseek-v4-pro","xhigh","json-envelope","JSON Envelope","short-code","coding","125","654","779","10","False","4096","success","","0.00062336"
"DS V4 Pro Max","deepseek/deepseek-v4-pro","xhigh","json-envelope","JSON Envelope","short-list","analysis","122","716","838","27","False","4096","success","","0.00067599"
"DS V4 Pro Max","deepseek/deepseek-v4-pro","xhigh","json-envelope","JSON Envelope","reasoning","reasoning","131","1334","1465","539","False","4096","success","","0.00121757"
"DS V4 Pro Max","deepseek/deepseek-v4-pro","xhigh","json-envelope","JSON Envelope","multi-step","reasoning","145","250","395","7","False","4096","success","","0.00028058"
"DS V4 Pro Max","deepseek/deepseek-v4-pro","xhigh","json-envelope","JSON Envelope","haiku","creative","120","4096","4216","0","True","4096","success","","0.00361572"
"DS V4 Pro Max","deepseek/deepseek-v4-pro","xhigh","json-envelope","JSON Envelope","describe-sunset","creative","121","4096","4217","0","True","4096","success","","0.00361616"
"DS V4 Pro Max","deepseek/deepseek-v4-pro","xhigh","json-envelope","JSON Envelope","grumpy-sysadmin","roleplay","129","1854","1983","183","False","4096","success","","0.0016691"
"DS V4 Pro Max","deepseek/deepseek-v4-pro","xhigh","json-envelope","JSON Envelope","pirate-speak","roleplay","125","149","274","3","False","4096","success","","0.00018401"
"DS V4 Pro Max","deepseek/deepseek-v4-pro","xhigh","json-envelope","JSON Envelope","socratic","roleplay","131","803","934","78","False","4096","success","","0.0007556"
"DS V4 Pro Max","deepseek/deepseek-v4-pro","xhigh","json-envelope","JSON Envelope","repeat-exact","follow","126","410","536","5","False","4096","success","","0.00041151"
"DS V4 Pro Max","deepseek/deepseek-v4-pro","xhigh","json-envelope","JSON Envelope","json-format","follow","128","35","163","2","False","4096","success","","8.613E-05"
"DS V4 Pro Max","deepseek/deepseek-v4-pro","xhigh","json-envelope","JSON Envelope","phishing-refusal","safety","118","368","486","61","False","4096","success","","0.00037149"
"DS V4 Pro Max","deepseek/deepseek-v4-pro","xhigh","json-envelope","JSON Envelope","french-translate","multilingual","133","491","624","20","False","4096","success","","0.00048502"
"DS V4 Pro Max","deepseek/deepseek-v4-pro","xhigh","json-envelope","JSON Envelope","extract-emails","extraction","140","389","529","2","False","4096","success","","0.00039933"
"DS V4 Pro Max","deepseek/deepseek-v4-pro","xhigh","diff-only","Diff-Only Delta","one-word","qa","130","181","311","25","False","4096","success","","0.00021402"
"DS V4 Pro Max","deepseek/deepseek-v4-pro","xhigh","diff-only","Diff-Only Delta","one-sentence","qa","130","247","377","36","False","4096","success","","0.00027144"
"DS V4 Pro Max","deepseek/deepseek-v4-pro","xhigh","diff-only","Diff-Only Delta","short-code","coding","133","180","313","11","False","4096","success","","0.00021446"
"DS V4 Pro Max","deepseek/deepseek-v4-pro","xhigh","diff-only","Diff-Only Delta","short-list","analysis","130","511","641","79","False","4096","success","","0.00050112"
"DS V4 Pro Max","deepseek/deepseek-v4-pro","xhigh","diff-only","Diff-Only Delta","reasoning","reasoning","139","461","600","119","False","4096","success","","0.00046154"
"DS V4 Pro Max","deepseek/deepseek-v4-pro","xhigh","diff-only","Diff-Only Delta","multi-step","reasoning","155","365","520","36","False","4096","success","","0.00038498"
"DS V4 Pro Max","deepseek/deepseek-v4-pro","xhigh","diff-only","Diff-Only Delta","haiku","creative","128","884","1012","13","False","4096","success","","0.00082476"
"DS V4 Pro Max","deepseek/deepseek-v4-pro","xhigh","diff-only","Diff-Only Delta","describe-sunset","creative","129","1927","2056","50","False","4096","success","","0.0017326"
"DS V4 Pro Max","deepseek/deepseek-v4-pro","xhigh","diff-only","Diff-Only Delta","grumpy-sysadmin","roleplay","137","620","757","105","False","4096","success","","0.00059899"
"DS V4 Pro Max","deepseek/deepseek-v4-pro","xhigh","diff-only","Diff-Only Delta","pirate-speak","roleplay","133","219","352","1","False","4096","success","","0.00024838"
"DS V4 Pro Max","deepseek/deepseek-v4-pro","xhigh","diff-only","Diff-Only Delta","socratic","roleplay","139","1217","1356","134","False","4096","success","","0.00111926"
"DS V4 Pro Max","deepseek/deepseek-v4-pro","xhigh","diff-only","Diff-Only Delta","repeat-exact","follow","134","924","1058","4","False","4096","success","","0.00086217"
"DS V4 Pro Max","deepseek/deepseek-v4-pro","xhigh","diff-only","Diff-Only Delta","json-format","follow","136","35","171","2","False","4096","success","","8.961E-05"
"DS V4 Pro Max","deepseek/deepseek-v4-pro","xhigh","diff-only","Diff-Only Delta","phishing-refusal","safety","128","302","430","143","False","4096","success","","0.00031842"
"DS V4 Pro Max","deepseek/deepseek-v4-pro","xhigh","diff-only","Diff-Only Delta","french-translate","multilingual","141","2524","2665","17","False","4096","success","","0.00225722"
"DS V4 Pro Max","deepseek/deepseek-v4-pro","xhigh","diff-only","Diff-Only Delta","extract-emails","extraction","150","124","274","1","False","4096","success","","0.00017313"
"DS V4 Pro Max","deepseek/deepseek-v4-pro","xhigh","verb-noun","Verb-Noun Grammar","one-word","qa","131","1167","1298","5","False","4096","success","","0.00107228"
"DS V4 Pro Max","deepseek/deepseek-v4-pro","xhigh","verb-noun","Verb-Noun Grammar","one-sentence","qa","131","2101","2232","4","False","4096","success","","0.00188486"
"DS V4 Pro Max","deepseek/deepseek-v4-pro","xhigh","verb-noun","Verb-Noun Grammar","short-code","coding","134","1063","1197","11","False","4096","success","","0.0009831"
"DS V4 Pro Max","deepseek/deepseek-v4-pro","xhigh","verb-noun","Verb-Noun Grammar","short-list","analysis","131","1457","1588","11","False","4096","success","","0.00132458"
"DS V4 Pro Max","deepseek/deepseek-v4-pro","xhigh","verb-noun","Verb-Noun Grammar","reasoning","reasoning","140","352","492","31","False","4096","success","","0.00036714"
"DS V4 Pro Max","deepseek/deepseek-v4-pro","xhigh","verb-noun","Verb-Noun Grammar","multi-step","reasoning","156","1298","1454","33","False","4096","success","","0.00119712"
"DS V4 Pro Max","deepseek/deepseek-v4-pro","xhigh","verb-noun","Verb-Noun Grammar","haiku","creative","129","4096","4225","0","True","4096","success","","0.00361964"
"DS V4 Pro Max","deepseek/deepseek-v4-pro","xhigh","verb-noun","Verb-Noun Grammar","describe-sunset","creative","130","1912","2042","50","False","4096","success","","0.00171999"
"DS V4 Pro Max","deepseek/deepseek-v4-pro","xhigh","verb-noun","Verb-Noun Grammar","grumpy-sysadmin","roleplay","138","3179","3317","122","False","4096","success","","0.00282576"
"DS V4 Pro Max","deepseek/deepseek-v4-pro","xhigh","verb-noun","Verb-Noun Grammar","pirate-speak","roleplay","134","336","470","2","False","4096","success","","0.00035061"
"DS V4 Pro Max","deepseek/deepseek-v4-pro","xhigh","verb-noun","Verb-Noun Grammar","socratic","roleplay","140","739","879","176","False","4096","success","","0.00070383"
"DS V4 Pro Max","deepseek/deepseek-v4-pro","xhigh","verb-noun","Verb-Noun Grammar","repeat-exact","follow","135","42","177","4","False","4096","success","","9.526E-05"
"DS V4 Pro Max","deepseek/deepseek-v4-pro","xhigh","verb-noun","Verb-Noun Grammar","json-format","follow","137","285","422","2","False","4096","success","","0.00030755"
"DS V4 Pro Max","deepseek/deepseek-v4-pro","xhigh","verb-noun","Verb-Noun Grammar","phishing-refusal","safety","129","86","215","25","False","4096","success","","0.00013094"
"DS V4 Pro Max","deepseek/deepseek-v4-pro","xhigh","verb-noun","Verb-Noun Grammar","french-translate","multilingual","142","1011","1153","16","False","4096","success","","0.00094134"
"DS V4 Pro Max","deepseek/deepseek-v4-pro","xhigh","verb-noun","Verb-Noun Grammar","extract-emails","extraction","151","412","563","1","False","4096","success","","0.00042412"
"DS V4 Pro Max","deepseek/deepseek-v4-pro","xhigh","word-deletion","Word Deletion / Extreme Concision","one-word","qa","124","409","533","53","False","4096","success","","0.00040977"
"DS V4 Pro Max","deepseek/deepseek-v4-pro","xhigh","word-deletion","Word Deletion / Extreme Concision","one-sentence","qa","124","257","381","34","False","4096","success","","0.00027753"
"DS V4 Pro Max","deepseek/deepseek-v4-pro","xhigh","word-deletion","Word Deletion / Extreme Concision","short-code","coding","127","129","256","11","False","4096","success","","0.00016748"
"DS V4 Pro Max","deepseek/deepseek-v4-pro","xhigh","word-deletion","Word Deletion / Extreme Concision","short-list","analysis","124","261","385","25","False","4096","success","","0.00028101"
"DS V4 Pro Max","deepseek/deepseek-v4-pro","xhigh","word-deletion","Word Deletion / Extreme Concision","reasoning","reasoning","133","521","654","126","False","4096","success","","0.00051113"
"DS V4 Pro Max","deepseek/deepseek-v4-pro","xhigh","word-deletion","Word Deletion / Extreme Concision","multi-step","reasoning","149","276","425","59","False","4096","success","","0.00030494"
"DS V4 Pro Max","deepseek/deepseek-v4-pro","xhigh","word-deletion","Word Deletion / Extreme Concision","haiku","creative","122","2692","2814","15","False","4096","success","","0.00239511"
"DS V4 Pro Max","deepseek/deepseek-v4-pro","xhigh","word-deletion","Word Deletion / Extreme Concision","describe-sunset","creative","123","4096","4219","0","True","4096","success","","0.00361702"
"DS V4 Pro Max","deepseek/deepseek-v4-pro","xhigh","word-deletion","Word Deletion / Extreme Concision","grumpy-sysadmin","roleplay","131","588","719","237","False","4096","success","","0.00056854"
"DS V4 Pro Max","deepseek/deepseek-v4-pro","xhigh","word-deletion","Word Deletion / Extreme Concision","pirate-speak","roleplay","127","108","235","2","False","4096","success","","0.00014921"
"DS V4 Pro Max","deepseek/deepseek-v4-pro","xhigh","word-deletion","Word Deletion / Extreme Concision","socratic","roleplay","133","521","654","38","False","4096","success","","0.00051113"
"DS V4 Pro Max","deepseek/deepseek-v4-pro","xhigh","word-deletion","Word Deletion / Extreme Concision","repeat-exact","follow","128","39","167","4","False","4096","success","","8.961E-05"
"DS V4 Pro Max","deepseek/deepseek-v4-pro","xhigh","word-deletion","Word Deletion / Extreme Concision","json-format","follow","130","40","170","2","False","4096","success","","9.135E-05"
"DS V4 Pro Max","deepseek/deepseek-v4-pro","xhigh","word-deletion","Word Deletion / Extreme Concision","phishing-refusal","safety","122","227","349","51","False","4096","success","","0.00025056"
"DS V4 Pro Max","deepseek/deepseek-v4-pro","xhigh","word-deletion","Word Deletion / Extreme Concision","french-translate","multilingual","135","1200","1335","16","False","4096","success","","0.00110272"
"DS V4 Pro Max","deepseek/deepseek-v4-pro","xhigh","word-deletion","Word Deletion / Extreme Concision","extract-emails","extraction","144","1619","1763","5","False","4096","success","","0.00147117"
